product_title,product_page_url,full_price,product_description,brand,category,competence_date,image_url
Kyte BABY 1.0 TOG Sleep Bag - Macy's,https://www.macys.com/shop/product/kyte-baby-1.0-tog-sleep-bag?ID=19306455,$68.00,"A wearable blanket that helps baby fall asleep (and stay asleep), so you re not up all night. Designed to be safe sleep, diaper change friendly, temperature-regulating, and so soft you ll have to touch it to believe it.",Kyte BABY,"Shop All Baby, Baby Gear & Essentials",2024-12-21 22:42:13.561640,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/29307781_fpx.tif?$filterlrg$&wid=327
Natura Ekos Murumuru Anti-Damage Conditioner - Macy's,https://www.macys.com/shop/product/natura-ekos-murumuru-anti-damage-conditioner?ID=20083010,$24.00,"A powerful moisture-rich anti-damage conditioner enriched with Brazilian Murumuru butter that leaves hair soft, moisturized and nourished.",Natura,,2024-12-21 22:42:17.244714,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/30386997_fpx.tif?$filterlrg$&wid=327
COACH Juliet Small Metallic Leather Shoulder Bag 25 - Macy's,https://www.macys.com/shop/product/coach-juliet-small-metallic-leather-shoulder-bag-25?ID=19344701,$350.00,"Modern, chic and iconically COACH, this metallic leather shoulder bag offers a luminous shine and versatile styling options with the array of removable straps.",COACH,"Handbags, Purses & Accessories",2024-12-21 22:42:37.304833,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/29759392_fpx.tif?$filterlrg$&wid=327
"Slickblue 2-Handle 8-Inch Widespread Brushed Nickel Bathroom Sink Faucet with 360° Swivel Spout, 3-Hole Lavatory Vanity Basin Faucet - Macy's",https://www.macys.com/shop/product/slickblue-2-handle-8-inch-widespread-brushed-nickel-bathroom-sink-faucet-with-360-xb0-swivel-spout-3-hole-lavatory-vanity-basin-faucet?ID=20037826,$132.99,"The 2-Handle 8-Inch Widespread Brushed Nickel Bathroom Sink Faucet is a sophisticated and versatile addition to your lavatory vanity, designed to enhance both style and functionality. The brushed nickel finish provides a sleek, modern look that resists tarnishing and fingerprints, ensuring your faucet maintains its polished appearance over time. This widespread faucet is designed for a 3-hole installation, allowing for flexible spacing between the handles and the spout for a customized fit.",Slickblue,"Bath, Bathroom Accessories",2024-12-21 22:42:41.346804,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/30319927_fpx.tif?$filterlrg$&wid=327
XSCAPE Women's Long-Sleeve Front-Slit Velvet Gown - Macy's,https://www.macys.com/shop/product/xscape-womens-long-sleeve-front-slit-velvet-gown?ID=19172474,$199.00,"A compliment-worthy look from XSCAPE, this long-sleeve gown is featured in luxurious velvet and designed with a thigh-high slit.",XSCAPE,"Women's Clothing, Shoes & Accessories, Dresses",2024-12-21 22:43:00.575954,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/29349886_fpx.tif?$filterlrg$&wid=327
Liberty Furniture Ladder Back Side Chair (RTA - Macy's,https://www.macys.com/shop/product/liberty-furniture-ladder-back-side-chair-rta?ID=20585172,$217.44,"Sit in comfort and style with the Heartland ladder back side chair. Crafted of rubberwood solids, this piece features an antique white finish with grey linen chenille upholstery for added comfort, nylon chair glides to protect your flooring, and is anchored by heavily turned front legs. This piece offers versatile cottage styles you love in a heavily distressed finish that will work from the beach to the mountains to an industrial loft.",Liberty Furniture,Furniture,2024-12-21 22:43:04.404907,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/31009318_fpx.tif?$filterlrg$&wid=327
Loloi Heritage HER-15 4'x6' Area Rug - Macy's,https://www.macys.com/shop/product/loloi-heritage-her-15-4x6-area-rug?ID=19992681,$219.00,"Inspired by vintage rugs, the collection recreates a vintage aesthetic and variable-pile texture using a new craft process that was invented specifically for this rug. Heritage is made in Egypt of polypropylene, polyester, and wool for thicker, variable texture and soft blended pile.",Loloi,Rugs,2024-12-21 22:43:08.054301,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/30424951_fpx.tif?$filterlrg$&wid=327
Women's Feathers Lace Contour Underwire Plunge Bra 730023 - Macy's,https://www.macys.com/shop/product/womens-feathers-lace-contour-underwire-plunge-bra-730023?ID=2901607,$68.00,Exceptional fit and support define this comfortable T-shirt bra designed with Natori's signature Feathers lace that adds a little romance to everyday. The contour plunge cups with molded mesh outer covers provide a flattering shape. The stretch-lace band hugs the figure securely without digging in. Style # 730023,Natori,"Women's Clothing, Shoes & Accessories, Bras",2024-12-21 22:43:11.639667,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/3793963_fpx.tif?$filterlrg$&wid=327
Nike Sportswear Little Boys Future Utility Jogger Pants - Macy's,https://www.macys.com/shop/product/nike-sportswear-little-boys-future-utility-jogger-pants?ID=20673239,$24.99,Woven colorblocked overlay paneling adds a sporty finish to these comfy fleece tapered-leg pants from Nike Sportswear.,Nike,"Kids, Activewear",2024-12-21 22:43:31.266363,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/28754086_fpx.tif?$filterlrg$&wid=327
"Clinique For Men Cream Shave, 4.2 oz - Macy's",https://www.macys.com/shop/product/clinique-for-men-cream-shave-4.2-oz?ID=156179,$28.00,"Rich, lathering cream leaves skin sleek, smooth and comfortable. Ideal for drier skins.",Clinique,"Beauty, All Skin Care",2024-12-21 22:43:35.874993,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/1932321_fpx.tif?$filterlrg$&wid=327
"KeaBabies 2pk Fitted Crib Sheets for Boys, Girls, Organic Baby Crib Sheet, Standard Nursery Crib Sheet Cover - Macy's",https://www.macys.com/shop/product/keababies-2pk-fitted-crib-sheets-for-boys-girls-organic-baby-crib-sheet-standard-nursery-crib-sheet-cover?ID=15784307,$24.96,"Create the perfect nursery environment for restful sleep with our KeaBabies Fitted Crib Sheets. Made with soft and highly breathable material, our temperature-regulating fitted bed sheet is perfect all year round. Fits Standard Crib Size: 52""(L) by 28""(W) and [H: 3""-8""]",KeaBabies,"Bed & Bath, Bed Sheets & Pillowcases",2024-12-21 22:43:40.256504,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/27265542_fpx.tif?$filterlrg$&wid=327
Pretty Rebellious Juniors' Cherry Bow Graphic T-Shirt - Macy's,https://www.macys.com/shop/product/pretty-rebellious-juniors-cherry-bow-graphic-t-shirt?ID=19651074,$20.00,Pretty Rebellious puts a naturally sweet spin on the baby tee with this cherry bow graphic-print T-shirt.,Pretty Rebellious,"Juniors', Tops",2024-12-21 22:43:44.340346,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/29895994_fpx.tif?$filterlrg$&wid=327
FOCO Mac Jones New England Patriots Highlight Series Bobblehead - Macy's,https://www.macys.com/shop/product/foco-mac-jones-new-england-patriots-highlight-series-bobblehead?ID=16476767,$49.99,"Show your die-hard fandom of Mac Jones by adding this New England Patriots Highlight Series bobblehead from FOCO to your collection. It features the star player on a New England Patriots stand with the team logo. The figure's spring-bound neck allows for extra bobble action, meaning you can show your loyalty to New England Patriots in a fun and exciting way.",FOCO,All Toys,2024-12-21 22:45:05.350477,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/25078222_fpx.tif?$filterlrg$&wid=327
Boyel Living 31.5'' Small Dining Room Cabinet with MDF Legs - Macy's,https://www.macys.com/shop/product/boyel-living-31.5-small-dining-room-cabinet-with-mdf-legs?ID=20605011,$349.32(45% off),"Feature woodgrain cabinet with 2 doors, storage cabinet dinette with MDF legs for living room, entry and kitchen dining room",Boyel Living,Furniture,2024-12-21 22:45:08.813327,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/31051047_fpx.tif?$filterlrg$&wid=327
DKNY Women's Colorful City Short-Sleeve Crewneck Tee - Macy's,https://www.macys.com/shop/product/dkny-womens-colorful-city-short-sleeve-crewneck-tee?ID=19490633,$59.00,"DKNY adorns a classic crewneck silhouette with a sleek city seen, a versatile layer for your career ensemble.",DKNY,"Women's Clothing, Shoes & Accessories, Tops",2024-12-21 22:45:34.958544,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/30524182_fpx.tif?$filterlrg$&wid=327
Estée Lauder Pure Color Revitalizing Crystal Lip Balm - Macy's,https://www.macys.com/shop/product/estee-lauder-pure-color-revitalizing-crystal-lip-balm?ID=13463717,$40.00,"Color while you care with this revitalizing lip balm for all-day lip-plumping hydration, in mood-boosting shades inspired by powerful crystal energy. Pure color. Pure care. Pure energy.",Estée Lauder,"Beauty, All Makeup",2024-12-21 22:45:39.023596,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/20610359_fpx.tif?$filterlrg$&wid=327
Product - Not Available - Macy's,https://www.macys.com/shop/product/givenchy-irresistible-nude-velvet-eau-de-parfum-1.1-oz.?ID=19993433,,,,,2024-12-21 22:46:09.162181,?$filterlrg$&wid=327
Sony CRE-C20 Self-Fitting OTC Hearing Aids - Macy's,https://www.macys.com/shop/product/sony-cre-c20-self-fitting-otc-hearing-aids?ID=19673691,$898.00,"The Sony CRE-C20 Self-Fitting OTC Hearing Aid offers the latest in sound technology packed in a rechargeable, discreet, modern design for improved all-day hearing. This set contains a Sony CRE-C20 Self-Fitting Rechargeable IP68-Rated OTC Hearing Aid with Discreet Design, 2 x Hearing Aids in Charger, Closed Sleeves in 4 Sizes (XS, S, M, and L), USB Cable, Care Tools, User Guide, Flier for Initial Set Up, and Limited 1-Year Warranty.",Sony,Electronics,2024-12-21 22:46:19.959656,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/29800724_fpx.tif?$filterlrg$&wid=327
KARL LAGERFELD PARIS Simone Leather Crossbody - Macy's,https://www.macys.com/shop/product/karl-lagerfeld-paris-simone-leather-crossbody?ID=20298969,$228.00,Embossed leather creates an upscale effect to the Simone crossbody bag by KARL LAGERFELD PARIS.,KARL LAGERFELD PARIS,"Handbags, Purses & Accessories",2024-12-21 22:46:23.634190,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/30671772_fpx.tif?$filterlrg$&wid=327
"gaomon Over The Door Pantry Organizer, Hanging Door Organizer With Adjustable Detachable Basket, Suction Cups, 6-Tier/8-Tier Behind Door Storage For Bathroom Kitchen - Macy's",https://www.macys.com/shop/product/gaomon-over-the-door-pantry-organizer-hanging-door-organizer-with-adjustable-detachable-basket-suction-cups-6-tier-8-tier-behind-door-storage-for-bathroom-kitchen?ID=20670888,$87.86,"Description:   Name: over the door organizer   Layers: 8-Tier   Function: Multi purpose, no drilling required   Style: Modern and minimalist   Installation method: Hook type   Style: Adjustable   Storage scenarios: kitchen storage, bedroom storage, bathroom storage   Material: wrought iron   Attention: Before purchasing our door storage organizer, please measure the depth of the storage room and the factors of obstacles (partitions, compartments, etc.). A minimum gap of 5.2 inches is allowed between the door and the shelf in the storage room   Packing list:   8-Tier over the door organizer x1",gaomon,"Kitchen & Dining, Kitchen Gadgets & Utensils",2024-12-21 22:46:29.913005,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/31099696_fpx.tif?$filterlrg$&wid=327
"Mode of One Men's MO1 Bomber Jacket, Created for Macy's - Macy's",https://www.macys.com/shop/product/mode-of-one-mens-mo1-bomber-jacket-created-for-macys?ID=18063194,Now$77.70(40% off),"A classic keeper, the Mode of One bomber jacket has chenille patches on the front and back, and a ribbed collar, sleeves, and hem. ABOUT THE BRAND: Mode of One is designed for the individual who sees style as a powerful tool for self-expression.",Mode of One,"Men's Clothing & Accessories, Coats & Jackets",2024-12-21 22:46:33.284877,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/28186073_fpx.tif?$filterlrg$&wid=327
Lily Nily Girls Seashell Stud Earrings in Sterling Silver - Macy's,https://www.macys.com/shop/product/lily-nily-girls-seashell-stud-earrings-in-sterling-silver?ID=20069427,$23.00,"These beautiful seashell stud earrings are crafted of sterling silver and shine with a high polish finish. Earring posts secure with push back clasps. The earrings come packed in a cute box, perfect for gifting.",Lily Nily,"Kids, Accessories",2024-12-21 22:46:37.011961,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/30368564_fpx.tif?$filterlrg$&wid=327
Polo Ralph Lauren Toddler and Little Boys The Iconic Mesh Polo Shirt - Macy's,https://www.macys.com/shop/product/polo-ralph-lauren-toddler-little-boys-the-iconic-mesh-polo-shirt?ID=20029965,$49.50,"A Ralph Lauren icon, this Polo shirt is crafted with comfortable cotton mesh and finished with our signature embroidered Pony.",Polo Ralph Lauren,"Kids, Shirts & Tops",2024-12-21 22:47:02.686824,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/30966825_fpx.tif?$filterlrg$&wid=327
Nickelodeon Toddler Girls Blue's Clues Short Sleeve Dress - Macy's,https://www.macys.com/shop/product/nickelodeon-toddler-girls-blues-clues-short-sleeve-dress?ID=19385320,$26.00(50% off),"Your little one is dressed for an adventure in this adorable Blue s Clues and You Short Sleeve Dress. Help Blue by finding the paw prints and figuring out the clues with her friends Steve, Joe, Mr. Salt, Mrs. Pepper, Mailbox, and Magenta. Your kid is ready for fun and play in this cute and stylish s",Nickelodeon,"Kids, Dresses",2024-12-21 22:47:28.081582,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/29399603_fpx.tif?$filterlrg$&wid=327
Design Imports Chilis Printed Chef's Apron - Macy's,https://www.macys.com/shop/product/design-imports-chilis-printed-chefs-apron?ID=20532622,$57.00,"Let your little one cook in style with the child chef apron from Design Imports. Designed for comfort and functionality, it features an adjustable neck strap and front pockets, perfect for helping in the kitchen or craft time. A fun and practical addition for young chefs.",Design Imports,"Kitchen & Dining, Kitchen Mats & Linens",2024-12-21 22:47:31.461386,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/30995084_fpx.tif?$filterlrg$&wid=327
HONGGE 24V Kids Ride-On Electric ATV with Wireless Connection for Toddlers 3-8 Years Old - Macy's,https://www.macys.com/shop/product/hongge-24v-kids-ride-on-electric-atv-with-wireless-connection-for-toddlers-3-8-years-old?ID=20094811,$268.99(50% off),"This 24V kids' electric ATV combines music, safety, and adventure. With two speed settings (1.7-3.1 MPH), puncture-proof tires, and anti-slip handles, it ensures stable rides on various terrains. The LED battery display and easy charging keep the fun going, while the horn, music, and LED lights add excitement. ASTM and CPSIA certified.",HONGGE,All Toys,2024-12-21 22:47:34.566369,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/30400575_fpx.tif?$filterlrg$&wid=327
Le Creuset 8 Quart Enamel on Steel Stockpot with Lid - Macy's,https://www.macys.com/shop/product/le-creuset-8-quart-enamel-on-steel-stockpot-with-lid?ID=8547234,$114.95,"Designed to function efficiently on a full range of heat sources, enamel on steel stockpots are not only resistant to wear and damage, but also versatile enough for any type of stove top, old or new. Their high-profile design limits evaporation while forcing liquids to bubble through all layers of ingredients, infusing the entire dish with flavor during cooking.",Le Creuset,"Kitchen & Dining, Cookware",2024-12-21 22:48:07.607454,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/13335616_fpx.tif?$filterlrg$&wid=327
"FC Design ""2-PC Set"" 5""H Saint Anthony Holding Child Jesus Statue Anthony of Padua Holy Figurine Statue Ornament Home Room Office Decor and Perfect Ideas for Housewarming, Holidays and Birthdays - Macy's",https://www.macys.com/shop/product/fc-design-2-pc-set-5h-saint-anthony-holding-child-jesus-statue-anthony-of-padua-holy-figurine-statue-ornament-home-room-office-decor-perfect-ideas-for-housewarming-holidays-birthdays?ID=20594769,$40.13,"Look at this gorgeous 2-piece figurine set! This stunning duo will make an eye-catching addition to your display shelves, desktops, or office decor. Each piece is designed to complement the other, creating a harmonious and visually appealing combination. It's a perfect gift for figurine lovers or anyone who appreciates fine craftsmanship and unique decor.",FC Design,"Home Decor, Decorative Sculptures, Statues & Figurines",2024-12-21 22:48:10.611141,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/31019212_fpx.tif?$filterlrg$&wid=327
"ASUS VG32VQ1B 31.5 in. TUF Gaming VG32VQ1B Curved Gaming Monitor - WQHD 2560x1440, 165Hz - Extreme Low Motion Blur - Macy's",https://www.macys.com/shop/product/asus-vg32vq1b-31.5-in.-tuf-gaming-vg32vq1b-curved-gaming-monitor-wqhd-2560x1440-165hz-extreme-low-motion-blur?ID=20449956,$374.01,"TUF Gaming VG32VQ1B is a 31.5-inch, WQHD ( 2560x1440), curved display with an ultrafast 165Hz refresh rate designed for professional gamers and those seeking immersive gameplay. Those are some serious specs, but not even the most exciting thing the VG32VQ1B has in store.",ASUS,"Electronics, Video Games & Consoles",2024-12-21 22:48:14.077638,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/30897140_fpx.tif?$filterlrg$&wid=327
SAXX Men's Ultra Super Soft Relaxed-Fit Moisture-Wicking Printed Boxer Briefs - Macy's,https://www.macys.com/shop/product/saxx-mens-ultra-super-soft-relaxed-fit-moisture-wicking-printed-boxer-briefs?ID=19206944,$34.00,"Treat yourself to a whole new level of comfort with these Ultra heart-print boxer briefs from SAXX. A fan-favorite that's perfect for everyday wear, this ridiculously soft, breathable and moisture-wicking style comes in a relaxed fit and features a super supportive BallPark Pouch®.",SAXX,"Men's Clothing & Accessories, Underwear & Socks",2024-12-21 22:48:40.246011,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/29573450_fpx.tif?$filterlrg$&wid=327
Hope & Henry Baby Girls Asymmetrical Bow Sateen Party Dress - Macy's,https://www.macys.com/shop/product/hope-henry-baby-girls-asymmetrical-bow-sateen-party-dress?ID=19598362,$46.95,"Our festive party dress will have your girl holiday-ready in no time! Cut from soft organic cotton sateen, this perfect piece features a sophisticated fit and flare shape, asymmetrical bow detail at the neckline, and a zipper down the center back for easy dressing. Holiday season, here she comes!",Hope & Henry,"Kids, Dresses",2024-12-21 22:48:50.574003,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/29672922_fpx.tif?$filterlrg$&wid=327
CHANEL Men's 2-Pc. ALLURE HOMME SPORT Eau de Toilette & After Shave Lotion Set - Macy's,https://www.macys.com/shop/product/chanel-mens-2-pc.-allure-homme-sport-eau-de-toilette-after-shave-lotion-set?ID=18556835,,"The energizing woody composition in two expressions: an Eau de Toilette and an after shave lotion. Italian mandarin precedes the notes of a cedar accord. An almondy tonka bean note, enhanced by white musk, creates an enveloping trail. Presented in limited-edition holiday packaging.",CHANEL,"Beauty, Cologne",2024-12-21 22:48:53.437878,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/30325010_fpx.tif?$filterlrg$&wid=327
MKF Collection Mire Shoulder Half Moon Bag Fashion and Timeless by Mia K. - Macy's,https://www.macys.com/shop/product/mkf-collection-mire-shoulder-half-moon-bag-fashion-timeless-by-mia-k.?ID=20626935,$105.00,"The Mire Bag is the epitome of modern elegance, designed to elevate your daily style with its sleek crescent silhouette, intricate weave pattern, and polished gold-tone accents. Perfect for versatile use, it offers a compact main compartment secured with a top zipper closure, keeping your essentials safe and organized. Lightweight and chic, the Mire Bag transitions seamlessly from casual outings to formal events, making it a timeless addition to your wardrobe.",MKF Collection,"Handbags, Purses & Accessories",2024-12-21 22:48:57.174480,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/31056173_fpx.tif?$filterlrg$&wid=327
Nike Men's Tyrann Mathieu New Orleans Saints Game Jersey - Macy's,https://www.macys.com/shop/product/nike-mens-tyrann-mathieu-new-orleans-saints-game-jersey?ID=14419421,$96.99,"Capture your team's distinct identity when you grab this New Orleans Saints Tyrann Mathieu Game Jersey from Nike. It features classic New Orleans Saints graphics to show who you support. Before you head to the next New Orleans Saints game, grab this incredible jersey so everyone knows your fandom is on full display.",Nike,Sports Fan Shop,2024-12-21 22:49:15.534300,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/26995508_fpx.tif?$filterlrg$&wid=327
Fanatics Men's Jordan Binnington Cream St. Louis Blues 2025 NHL Winter Classic Premium Player Jersey - Macy's,https://www.macys.com/shop/product/fanatics-mens-jordan-binnington-cream-st.-louis-blues-2025-nhl-winter-classic-premium-player-jersey?ID=20507183,$239.99,The 2025 NHL Winter Classic heads to iconic Wrigley Field for a showdown between two old rivals. Get geared up to watch the Chicago Blackhawks and St. Louis Blues duke it out with this Jordan Binnington Premium Player Jersey from Fanatics. This gear features commemorative graphics that let you remember this epic matchup for years to come.,Fanatics,Sports Fan Shop,2024-12-21 22:49:42.252129,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/30931360_fpx.tif?$filterlrg$&wid=327
Vince Camuto Women's Aliza Two-Piece Stiletto Sandals - Macy's,https://www.macys.com/shop/product/vince-camuto-womens-aliza-two-piece-stiletto-sandals?ID=19344946,$99.00,Gorgeous lines and sensational stiletto lift define a dressy look in the Vince Camuto Aliza sandals.,Vince Camuto,"Women's Clothing, Shoes & Accessories, Sandals",2024-12-21 22:49:45.438887,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/29343136_fpx.tif?$filterlrg$&wid=327
"Hudson Baby Infant Girl Cotton Fitted Crib Sheet, Wildflower, One Size - Macy's",https://www.macys.com/shop/product/hudson-baby-infant-girl-cotton-fitted-crib-sheet-wildflower-one-size?ID=19161285,$21.99,"Hudson Baby cotton fitted crib sheets are the perfect addition to your little one's nursery. Made of soft, premium 100% cotton, our sheets are gentle on baby's skin. These crib sheets are fitted to fit a standard crib mattress sized at 28x52 inches. Our crib sheets have elastic all around sheet for a better fit and longer wear. These will fit most toddler beds.",Hudson Baby,"Bed & Bath, Bed Sheets & Pillowcases",2024-12-21 22:49:56.115052,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/29075007_fpx.tif?$filterlrg$&wid=327
"Eurographics Incorporated Classic Cameras Collectible Shaped Tin Puzzle, 550 Pieces - Macy's",https://www.macys.com/shop/product/eurographics-incorporated-classic-cameras-collectible-shaped-tin-puzzle-550-pieces?ID=16458797,$23.99,This 550-piece puzzle pays homage to classic cameras with a collage featuring over 90 pieces of vintage-like cameras and other photography equipment. The 550 puzzle pieces and bonus collectible poster are stored inside the camera-shaped tin packaging.,Eurographics,All Toys,2024-12-21 22:50:07.169011,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/25009289_fpx.tif?$filterlrg$&wid=327
"The Peanutshell Dinosaur Dreams Crib Bedding Set for Baby Boys, 3 Piece Nursery Set - Macy's",https://www.macys.com/shop/product/the-peanutshell-dinosaur-dreams-crib-bedding-set-for-baby-boys-3-piece-nursery-set?ID=19018738,$44.99,"The Peanutshell Dinosaur Dreams 3-Piece Bedding Set showcases playful dino pals in a lush landscape of green, gray, and earthy brown tones. The set includes a fitted crib sheet with durable elastic, a cozy 32"" x 41"" quilt, and a coordinating printed bed skirt.",The Peanutshell,"Bed & Bath, Comforters & Sets",2024-12-21 22:50:40.662626,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/28896083_fpx.tif?$filterlrg$&wid=327
"ID Ideology Plus Size Solid Birdseye Mesh Racerback Tank Top, Created for Macy's - Macy's",https://www.macys.com/shop/product/id-ideology-plus-size-solid-birdseye-mesh-racerback-tank-top-created-for-macys?ID=20648447,Now$7.13(63% off),Stay drier even during those active workouts with this racerback mesh tank top from ID Ideology.,ID Ideology,"Women's Clothing, Shoes & Accessories, Activewear",2024-12-21 22:50:58.481703,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/27277767_fpx.tif?$filterlrg$&wid=327
Sony WH-1000XM5 Wireless Noise Canceling Headphones (Midnight Blue) - Macy's,https://www.macys.com/shop/product/sony-wh-1000xm5-wireless-noise-canceling-headphones-midnight-blue?ID=18560339,$398.00,"The Sony WH-1000XM5 headphones rewrite the rules for distraction-free listening. 2 processors control 8 microphones for unprecedented noise cancellation and exceptional call quality. This set contains Sony WH-1000XM5 Wireless Industry Leading Lightweight Noise Canceling Headphones (Midnight Blue), and Limited 1-Year Warranty.",Sony,Electronics,2024-12-21 22:51:08.520132,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/28071113_fpx.tif?$filterlrg$&wid=327
"Lenovo 66F7GAC3US 27 in. Y27Q-30 F22270QY0 WQHD WLED LCD Monitor, Raven Black - Macy's",https://www.macys.com/shop/product/lenovo-66f7gac3us-27-in.-y27q-30-f22270qy0-wqhd-wled-lcd-monitor-raven-black?ID=17779330,$504.62,"27"" IPS QHD ( 2560x1140), Flat, 3 Side Borderless, 2x HDMI 2.0, DP 1.4, Audio combo, 165Hz, 1ms, 99% sRGB, 400nits, HDR400, HDR10, 100 mm. Features Y27Q-30 F22270QY0 WQHD WLED LCD Monitor. High quality construction and modern designs. Superior quality performance and reliability.",Lenovo,Electronics,2024-12-21 22:51:33.645760,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/26959155_fpx.tif?$filterlrg$&wid=327
"Black & Decker BLACK+DECKER Desktop Air Cooler, Personal Portable Fan with 3-Speeds, Evaporative Air Cooler with 0.5L Water Tank - Macy's",https://www.macys.com/shop/product/black-decker-blackdecker-desktop-air-cooler-personal-portable-fan-with-3-speeds-evaporative-air-cooler-with-0.5l-water-tank?ID=20092987,$30.09(30% off),"Portable Cooling: Enjoy free-flowing cooling air for personal spaces with this BLACK+DECKER portable desk fan cooler. Perfect for your desktop, home office, bedroom, kitchen and more.Water Tank and Run Time: This outstanding personal cooler is powered using a micro-USB cable that is included and offers a 0.5L water tank that runs up to 8 hours per refill.",Black & Decker,"Electronics, Smart Home",2024-12-21 22:51:37.238453,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/30395993_fpx.tif?$filterlrg$&wid=327
"Tarte™ Maracuja Juicy Lip Balm, Travel Size - Macy's",https://www.macys.com/shop/product/tarte-maracuja-juicy-lip-balm-travel-size?ID=11018905,$14.00,"tarte's™ maracuja juicy lip balm is an all-in-1 balm, gloss, color and treatment. Juicy lips are in!™",Tarte,"Beauty, All Makeup",2024-12-21 22:51:40.499155,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/20543584_fpx.tif?$filterlrg$&wid=327
"Toki Mats Toki Mats, Faux Leather Padded Play Mat - Macy's",https://www.macys.com/shop/product/toki-mats-toki-mats-faux-leather-padded-play-mat?ID=20441451,$225.00,"Our play mats are made from natural foam that gives your little one a soft yet firm surface to catch tumbles as they work toward each baby milestone. Made with only the safest materials, they're super easy to clean and carry, thanks to a fully removable cover and built-in carry handles. Standard Size Leather alternative play mat cover in a brown color. Cover is naturally waterproof, and has side zipper closures for easy removal. Handles sewn on the bottom of mat for easy carrying when folded. Recommended ages 0+.",Toki Mats,"Shop All Baby, Baby Gear & Essentials",2024-12-21 22:51:44.440566,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/30844970_fpx.tif?$filterlrg$&wid=327
SKIN1004 Madagascar Centella Poremizing Fresh Ampoule 100ml - Macy's,https://www.macys.com/shop/product/skin1004-madagascar-centella-poremizing-fresh-ampoule-100ml?ID=20635365,$26.00,"This product harnesses the natural benefits of Himalayan Pink Salt and a unique blend of minerals to promote clearer, healthier skin. With the addition of SKIN1004's Peptide 9 Complex, it effectively targets common skin concerns such as clogged pores and excessive oil production, leading to a more radiant complexion.",SKIN1004,Beauty,2024-12-21 22:52:02.759827,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/31066814_fpx.tif?$filterlrg$&wid=327
"Sparkle & Shine Big Girls Liquid Metallic Dress with Denim Jacket, 2- Piece Set - Macy's",https://www.macys.com/shop/product/sparkle-shine-big-girls-liquid-metallic-dress-with-denim-jacket-2-piece-set?ID=20139909,$94.00,A big girls denim jacket with multi color gem buttons over a liquid metallic spandex dress.,Sparkle & Shine,"Kids, Dresses",2024-12-21 22:52:57.913482,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/30902245_fpx.tif?$filterlrg$&wid=327
